age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,X,Y
18,1,0,3,1,1,4,3,2,1,1,4,0,12,12,13,-7.21648468560487,-3.820398891915849
17,1,1,2,1,0,4,5,5,1,3,2,0,10,9,10,0.7763975843016659,-12.050530867939585
18,1,1,2,2,0,4,3,3,1,4,5,6,10,9,10,9.191836256231925,-3.3122688634027386
16,2,2,1,2,0,5,4,3,1,1,1,0,11,13,12,-7.344983802283944,-4.842201986916868
17,2,2,1,1,1,1,2,1,2,3,5,0,7,0,0,3.9090827724311223,5.701416529309996
16,3,2,2,1,0,4,5,5,2,3,5,2,11,9,10,3.7263492995645935,-8.008992954577808
16,1,1,2,1,0,4,5,5,2,4,5,0,10,10,9,1.5836684844716113,-9.100073805328629
18,1,1,2,1,1,5,3,3,2,3,5,2,9,7,9,5.135796344253538,-11.270614009131176
18,3,2,1,1,1,2,3,1,2,2,5,0,4,0,0,3.9078618793473403,5.69825580496231
19,3,2,2,1,3,3,2,1,1,1,3,4,6,11,9,5.85765632793919,-10.28391704394912
18,3,3,1,2,2,4,4,5,1,3,3,9,4,8,8,19.765096895766135,-4.655236052246324
16,2,2,2,1,0,5,4,3,2,4,4,6,7,8,8,14.55567969709986,-6.436027237501458
19,2,1,2,1,3,4,4,3,1,3,5,4,8,9,9,8.14409116688833,-12.62110434622473
16,3,2,2,2,2,2,5,5,1,1,1,8,5,5,7,16.073943692974662,-8.608947205988402
17,1,1,1,1,0,4,3,2,1,2,5,9,7,9,10,18.384987077744444,0.3612928065909936
20,1,1,2,1,1,4,4,3,2,4,4,12,8,11,10,20.125722786817924,2.0345744429494013
18,4,3,1,1,0,5,4,4,3,4,2,8,10,11,10,13.121443803345345,2.6887368512515013
18,3,2,2,1,0,2,5,5,5,5,5,8,9,10,11,15.12758265357808,-2.3456663959769886
19,1,1,3,2,1,5,4,4,3,3,2,8,10,9,11,15.506568184221672,0.7723807316289207
17,3,3,2,2,1,4,5,4,2,3,3,4,8,9,10,6.826623391811841,-7.209006502738822
18,1,3,1,1,0,4,3,3,2,3,3,0,9,10,9,-1.0693234208379294,-9.517412484721264
19,1,1,3,1,1,4,4,4,3,3,5,4,8,9,10,8.463504661337907,-9.437350967080537
18,1,2,2,2,2,4,3,3,1,1,5,2,6,8,8,7.3266432616379795,-14.49212375550175
19,1,1,1,1,0,1,4,4,1,1,5,0,6,8,7,5.852381644488247,-15.004811711379496
18,2,2,2,1,1,5,5,5,1,1,3,0,8,6,0,3.9299489504922835,5.755161178040454
17,0,0,2,1,0,4,4,3,1,1,5,0,10,11,11,-2.2520506150946002,-9.86722532296764
17,3,1,2,3,0,4,2,3,2,2,3,5,8,7,8,11.484649383652915,-8.163028636351875
17,4,2,1,2,0,5,5,5,1,3,5,0,8,8,0,3.9074446669908123,5.697353155423112
18,2,2,1,2,1,2,3,3,1,2,4,3,7,6,8,8.963819728965182,-12.016270820571696
17,4,1,1,1,0,3,2,2,1,1,5,0,8,10,9,-0.5539174756897345,-11.796927768975872
17,1,2,1,1,0,5,5,1,1,1,3,0,7,10,10,-0.8883526299664983,-10.985841669934405
18,1,1,3,2,2,3,4,4,2,2,5,3,7,8,7,9.677615905315538,-15.191208500817162
18,2,2,2,2,0,4,3,5,1,1,1,2,12,13,14,-4.705956212652411,2.1883755533267726
17,3,3,2,1,0,4,4,3,1,1,4,0,11,12,13,-6.823171578435461,-4.027298279416559
18,1,2,2,2,0,4,4,3,1,2,4,0,12,13,14,-7.72257326781398,-2.925115308520361
18,4,4,2,2,0,4,3,5,1,2,1,0,18,18,18,-17.783275450201433,14.391411991868464
18,4,4,1,1,0,5,4,5,1,1,5,3,17,17,17,-11.554444348899388,12.862461401544307
17,4,2,2,2,0,4,3,3,1,2,4,0,17,18,18,-19.154573292478016,10.096517185649596
18,2,2,3,2,1,4,3,3,1,1,4,0,9,0,0,3.8840091457218215,5.636819683458376
18,1,2,2,1,0,4,1,4,5,5,1,8,10,11,11,16.53366577873186,0.32649554043574697
18,4,4,3,1,0,2,5,5,1,1,1,5,12,13,14,-4.0686506516030105,5.474860109296626
17,1,1,3,1,0,4,2,3,3,4,4,4,12,13,14,-0.6861631345629723,3.9154743274862125
18,2,2,2,2,0,1,3,1,1,1,2,4,8,8,10,2.8346934630507685,-9.737788896566334
18,2,2,2,3,0,5,4,5,1,4,3,0,11,12,13,-6.088460489361353,-4.814749323142921
18,4,2,1,2,0,5,3,1,1,1,5,0,5,0,0,3.904794532826456,5.690393863508373
18,1,1,3,2,1,4,4,2,1,2,2,2,9,10,10,2.267624463140202,-7.862075540193347
19,1,1,2,1,1,5,5,5,2,3,2,0,5,0,0,3.8878750789883783,5.6467361739785655
17,4,2,2,4,0,4,2,3,3,1,5,0,18,18,18,-21.38524742396396,11.388070894540876
17,2,1,2,2,0,5,3,3,1,2,2,5,11,11,12,2.8255143296301735,1.2064330246688255
18,1,1,1,2,0,5,2,3,1,2,3,2,8,10,11,0.8513231641296679,-7.878200060644147
18,1,2,2,2,0,4,1,1,1,1,4,0,11,11,12,-6.3782092710685205,-6.1086505654014625
19,1,1,2,2,3,3,5,4,1,4,1,0,8,0,0,3.916681229377389,5.720859030632431
18,2,2,2,3,0,4,2,1,1,1,4,5,14,14,15,-5.768723126461243,7.997236734498883
17,4,3,2,2,1,4,5,5,1,3,2,4,10,11,11,2.6412161279286677,-5.789273041715892
18,3,3,1,2,0,5,3,4,1,1,5,0,10,10,10,-0.5557581554324454,-11.059281862370058
17,4,4,2,2,0,4,3,3,1,2,5,2,12,12,12,-3.8758915238342326,-0.09218531938206782
17,3,2,2,2,0,1,2,3,1,2,5,0,15,14,15,-13.515830234209654,1.18683963007706
18,1,1,2,1,0,3,3,2,1,2,3,2,14,13,14,-5.986855008169599,1.767784253279945
18,1,1,2,3,0,5,3,2,1,1,4,0,19,17,18,-19.93101853475111,14.2187775777408
18,1,2,3,2,0,4,3,4,1,4,5,0,16,15,15,-16.76403044273437,3.880148653882325
18,3,3,2,2,0,4,3,2,1,3,3,6,13,12,13,2.8277559835113726,3.740067595953724
17,4,4,1,2,0,2,3,4,1,1,1,4,15,14,15,-8.277345928663905,9.383566206504273
17,1,2,2,2,0,3,2,2,1,2,3,0,13,13,13,-7.963102865395513,-2.1247708845368662
18,1,3,2,2,0,3,3,4,2,4,3,0,8,10,9,0.12565092068338463,-11.147607950095793
18,4,4,2,3,0,4,2,2,2,2,5,0,15,16,16,-16.290232489502916,3.4619891137482597
17,1,1,3,1,1,5,2,1,1,2,1,0,8,8,9,0.3333094274844833,-11.394638268376491
18,2,3,2,1,0,5,2,3,1,2,4,0,10,10,10,-1.919985479055676,-9.226613818340443
18,4,4,3,2,0,3,2,2,4,2,5,0,7,5,0,3.92982889074917,5.7548935969475465
18,1,2,3,1,0,4,3,3,2,3,3,3,9,10,10,3.7661128090356066,-8.651672277397287
17,2,2,1,3,0,3,4,3,1,1,3,8,10,11,12,7.308551018697411,5.371764550821643
17,1,2,1,1,0,3,5,5,1,3,1,4,7,8,9,10.442062837075813,-8.752273112910341
18,4,4,2,3,0,5,4,4,1,1,1,0,15,17,17,-18.28562076060147,8.106760560671573
18,1,1,4,3,0,4,3,2,1,2,4,4,10,11,12,3.5748298688623383,-4.132751680176605
19,1,1,2,2,1,4,3,3,1,1,3,4,7,8,9,8.83693216436021,-10.735561053536571
18,4,4,1,2,0,5,4,3,3,4,2,1,13,14,14,-11.313681582556232,-1.9230423756084483
18,3,3,1,2,0,4,1,3,1,2,1,1,16,16,16,-13.962252428003948,8.326444666713162
17,3,1,1,2,0,4,5,4,2,3,1,10,8,9,9,18.74439478172018,-1.2755584853298088
18,4,4,1,2,0,3,2,4,1,4,2,4,17,18,19,-11.682945717954555,17.62812682561025
18,2,1,2,1,0,4,4,3,1,3,5,0,7,7,0,3.921133527785565,5.732603964080493
17,2,3,2,2,0,4,4,3,1,1,3,4,14,15,16,-7.920353377492152,10.36923110597975
19,1,1,2,1,1,4,3,2,1,3,5,0,5,8,0,3.906985826183526,5.696280133515678
18,4,2,2,1,1,5,4,3,4,3,3,0,7,7,0,3.920561682514491,5.731148637766506
18,2,2,2,3,0,5,3,3,1,3,4,0,14,17,15,-14.15536363286553,5.758870167855476
17,4,3,2,2,0,5,5,4,1,1,1,0,6,9,11,-0.9444197833965511,-13.696430959169373
18,4,4,3,1,0,4,4,3,2,2,5,4,7,9,10,5.92167625486471,-6.335250863960376
19,2,3,1,3,1,5,4,2,1,2,5,4,10,11,10,1.8839467299503714,-4.775200916835862
18,3,1,1,2,0,4,3,4,1,1,1,4,15,15,16,-6.129693603341576,12.9607404298288
18,1,1,2,2,0,1,1,1,1,1,5,6,11,12,9,7.812805967069592,-1.9217690496859343
17,3,1,2,1,0,2,4,5,3,4,2,6,10,10,10,10.09693656848305,-2.3884417699479434
18,3,2,3,1,0,4,4,1,3,4,5,4,10,11,11,4.280847547401186,-4.992959731415159
